M.D_b.Fburial Time [a],M.D_b.Fburial Fburial [mol/kg]
814400.0,12000000000035.922
814500.0,12000000000035.93
814600.0,12000000000035.938
814700.0,12000000000035.945
814800.0,12000000000035.953
814900.0,12000000000035.953
815000.0,12000000000035.953
815100.0,12000000000035.969
815200.0,12000000000035.969
815300.0,12000000000035.977
815400.0,12000000000035.984
815500.0,12000000000036.0
815600.0,12000000000036.0
815700.0,12000000000036.0
815800.0,12000000000036.008
815900.0,12000000000036.016
816000.0,12000000000036.016
816100.0,12000000000036.031
816200.0,12000000000036.031
816300.0,12000000000036.04
816400.0,12000000000036.047
816500.0,12000000000036.062
816600.0,12000000000036.062
816700.0,12000000000036.07
816800.0,12000000000036.078
816900.0,12000000000036.078
817000.0,12000000000036.094
817100.0,12000000000036.094
817200.0,12000000000036.094
817300.0,12000000000036.094
817400.0,12000000000036.11
817500.0,12000000000036.125
817600.0,12000000000036.125
817700.0,12000000000036.133
817800.0,12000000000036.14
817900.0,12000000000036.14
818000.0,12000000000036.14
818100.0,12000000000036.156
818200.0,12000000000036.156
818300.0,12000000000036.156
818400.0,12000000000036.164
818500.0,12000000000036.164
818600.0,12000000000036.172
818700.0,12000000000036.188
818800.0,12000000000036.188
818900.0,12000000000036.195
819000.0,12000000000036.203
819100.0,12000000000036.203
819200.0,12000000000036.219
819300.0,12000000000036.219
819400.0,12000000000036.234
819500.0,12000000000036.234
819600.0,12000000000036.242
819700.0,12000000000036.25
819800.0,12000000000036.258
819900.0,12000000000036.266
820000.0,12000000000036.266
820100.0,12000000000036.281
820200.0,12000000000036.29
820300.0,12000000000036.29
820400.0,12000000000036.297
820500.0,12000000000036.297
820600.0,12000000000036.305
820700.0,12000000000036.312
820800.0,12000000000036.32
820900.0,12000000000036.32
821000.0,12000000000036.328
821100.0,12000000000036.328
821200.0,12000000000036.344
821300.0,12000000000036.352
821400.0,12000000000036.36
821500.0,12000000000036.36
821600.0,12000000000036.367
821700.0,12000000000036.375
821800.0,12000000000036.383
821900.0,12000000000036.39
822000.0,12000000000036.39
822100.0,12000000000036.39
822200.0,12000000000036.406
822300.0,12000000000036.414
822400.0,12000000000036.422
822500.0,12000000000036.422
822600.0,12000000000036.43
822700.0,12000000000036.438
822800.0,12000000000036.445
822900.0,12000000000036.453
823000.0,12000000000036.46
823100.0,12000000000036.469
823200.0,12000000000036.469
823300.0,12000000000036.477
823400.0,12000000000036.484
823500.0,12000000000036.484
823600.0,12000000000036.484
823700.0,12000000000036.492
823800.0,12000000000036.5
823900.0,12000000000036.508
824000.0,12000000000036.508
824100.0,12000000000036.516
824200.0,12000000000036.523
824300.0,12000000000036.531
824400.0,12000000000036.531
824500.0,12000000000036.54
824600.0,12000000000036.547
824700.0,12000000000036.547
824800.0,12000000000036.547
824900.0,12000000000036.555
825000.0,12000000000036.562
825100.0,12000000000036.578
825200.0,12000000000036.578
825300.0,12000000000036.586
825400.0,12000000000036.594
825500.0,12000000000036.602
825600.0,12000000000036.61
825700.0,12000000000036.61
825800.0,12000000000036.617
825900.0,12000000000036.625
826000.0,12000000000036.64
826100.0,12000000000036.64
826200.0,12000000000036.648
826300.0,12000000000036.656
826400.0,12000000000036.664
826500.0,12000000000036.672
826600.0,12000000000036.672
826700.0,12000000000036.672
826800.0,12000000000036.68
826900.0,12000000000036.688
827000.0,12000000000036.703
827100.0,12000000000036.703
827200.0,12000000000036.71
827300.0,12000000000036.719
827400.0,12000000000036.727
827500.0,12000000000036.734
827600.0,12000000000036.734
827700.0,12000000000036.734
827800.0,12000000000036.75
827900.0,12000000000036.75
828000.0,12000000000036.766
828100.0,12000000000036.766
828200.0,12000000000036.773
828300.0,12000000000036.781
828400.0,12000000000036.781
828500.0,12000000000036.797
828600.0,12000000000036.797
828700.0,12000000000036.805
828800.0,12000000000036.812
828900.0,12000000000036.812
829000.0,12000000000036.812
829100.0,12000000000036.828
829200.0,12000000000036.828
829300.0,12000000000036.836
829400.0,12000000000036.844
829500.0,12000000000036.852
829600.0,12000000000036.86
829700.0,12000000000036.867
829800.0,12000000000036.875
829900.0,12000000000036.875
830000.0,12000000000036.89
830100.0,12000000000036.89
830200.0,12000000000036.898
830300.0,12000000000036.898
830400.0,12000000000036.906
830500.0,12000000000036.914
830600.0,12000000000036.922
830700.0,12000000000036.93
830800.0,12000000000036.938
830900.0,12000000000036.938
831000.0,12000000000036.953
831100.0,12000000000036.953
831200.0,12000000000036.969
831300.0,12000000000036.969
831400.0,12000000000036.977
831500.0,12000000000036.984
831600.0,12000000000036.992
831700.0,12000000000037.0
831800.0,12000000000037.0
831900.0,12000000000037.016
832000.0,12000000000037.016
832100.0,12000000000037.023
832200.0,12000000000037.023
832300.0,12000000000037.031
832400.0,12000000000037.031
832500.0,12000000000037.04
832600.0,12000000000037.047
832700.0,12000000000037.055
832800.0,12000000000037.062
832900.0,12000000000037.062
833000.0,12000000000037.07
833100.0,12000000000037.086
833200.0,12000000000037.094
833300.0,12000000000037.094
833400.0,12000000000037.102
833500.0,12000000000037.11
833600.0,12000000000037.117
833700.0,12000000000037.125
833800.0,12000000000037.125
833900.0,12000000000037.125
834000.0,12000000000037.14
834100.0,12000000000037.148
834200.0,12000000000037.156
834300.0,12000000000037.156
834400.0,12000000000037.164
834500.0,12000000000037.172
834600.0,12000000000037.18
834700.0,12000000000037.188
834800.0,12000000000037.188
834900.0,12000000000037.203
835000.0,12000000000037.21
835100.0,12000000000037.219
835200.0,12000000000037.219
835300.0,12000000000037.227
835400.0,12000000000037.234
835500.0,12000000000037.242
835600.0,12000000000037.25
835700.0,12000000000037.258
835800.0,12000000000037.266
835900.0,12000000000037.266
836000.0,12000000000037.273
836100.0,12000000000037.281
836200.0,12000000000037.281
836300.0,12000000000037.29
836400.0,12000000000037.297
836500.0,12000000000037.297
836600.0,12000000000037.312
836700.0,12000000000037.312
836800.0,12000000000037.32
836900.0,12000000000037.328
837000.0,12000000000037.336
837100.0,12000000000037.344
837200.0,12000000000037.344
837300.0,12000000000037.352
837400.0,12000000000037.36
837500.0,12000000000037.36
837600.0,12000000000037.375
837700.0,12000000000037.375
837800.0,12000000000037.383
837900.0,12000000000037.39
838000.0,12000000000037.398
838100.0,12000000000037.406
838200.0,12000000000037.406
838300.0,12000000000037.414
838400.0,12000000000037.414
838500.0,12000000000037.422
838600.0,12000000000037.438
838700.0,12000000000037.438
838800.0,12000000000037.445
838900.0,12000000000037.453
839000.0,12000000000037.46
839100.0,12000000000037.469
839200.0,12000000000037.469
839300.0,12000000000037.484
839400.0,12000000000037.484
839500.0,12000000000037.484
839600.0,12000000000037.484
839700.0,12000000000037.5
839800.0,12000000000037.5
839900.0,12000000000037.508
840000.0,12000000000037.508
840100.0,12000000000037.516
840200.0,12000000000037.516
840300.0,12000000000037.516
840400.0,12000000000037.531
840500.0,12000000000037.531
840600.0,12000000000037.54
840700.0,12000000000037.54
840800.0,12000000000037.547
840900.0,12000000000037.547
841000.0,12000000000037.547
841100.0,12000000000037.562
841200.0,12000000000037.562
841300.0,12000000000037.562
841400.0,12000000000037.57
841500.0,12000000000037.578
841600.0,12000000000037.578
841700.0,12000000000037.594
841800.0,12000000000037.602
841900.0,12000000000037.602
842000.0,12000000000037.61
842100.0,12000000000037.61
842200.0,12000000000037.61
842300.0,12000000000037.625
842400.0,12000000000037.625
842500.0,12000000000037.633
842600.0,12000000000037.64
842700.0,12000000000037.64
842800.0,12000000000037.656
842900.0,12000000000037.664
843000.0,12000000000037.672
843100.0,12000000000037.672
843200.0,12000000000037.688
843300.0,12000000000037.688
843400.0,12000000000037.703
843500.0,12000000000037.703
843600.0,12000000000037.71
843700.0,12000000000037.719
843800.0,12000000000037.727
843900.0,12000000000037.734
844000.0,12000000000037.734
844100.0,12000000000037.742
844200.0,12000000000037.758
844300.0,12000000000037.766
844400.0,12000000000037.766
844500.0,12000000000037.773
844600.0,12000000000037.773
844700.0,12000000000037.781
844800.0,12000000000037.79
844900.0,12000000000037.797
845000.0,12000000000037.797
845100.0,12000000000037.797
845200.0,12000000000037.805
845300.0,12000000000037.82
845400.0,12000000000037.828
845500.0,12000000000037.828
845600.0,12000000000037.836
845700.0,12000000000037.844
845800.0,12000000000037.844
845900.0,12000000000037.852
846000.0,12000000000037.86
846100.0,12000000000037.86
846200.0,12000000000037.875
846300.0,12000000000037.883
846400.0,12000000000037.89
846500.0,12000000000037.89
846600.0,12000000000037.89
846700.0,12000000000037.898
846800.0,12000000000037.906
846900.0,12000000000037.914
847000.0,12000000000037.922
847100.0,12000000000037.922
847200.0,12000000000037.922
847300.0,12000000000037.938
847400.0,12000000000037.945
847500.0,12000000000037.953
847600.0,12000000000037.953
847700.0,12000000000037.96
847800.0,12000000000037.969
847900.0,12000000000037.977
848000.0,12000000000037.984
848100.0,12000000000037.992
848200.0,12000000000038.0
848300.0,12000000000038.008
848400.0,12000000000038.016
848500.0,12000000000038.016
848600.0,12000000000038.023
848700.0,12000000000038.031
848800.0,12000000000038.047
848900.0,12000000000038.047
849000.0,12000000000038.047
849100.0,12000000000038.055
849200.0,12000000000038.062
849300.0,12000000000038.07
849400.0,12000000000038.078
849500.0,12000000000038.078
849600.0,12000000000038.086
849700.0,12000000000038.094
849800.0,12000000000038.11
849900.0,12000000000038.11
850000.0,12000000000038.11
850100.0,12000000000038.11
850200.0,12000000000038.11
850300.0,12000000000038.117
850400.0,12000000000038.125
850500.0,12000000000038.125
850600.0,12000000000038.14
850700.0,12000000000038.14
850800.0,12000000000038.148
850900.0,12000000000038.148
851000.0,12000000000038.156
851100.0,12000000000038.172
851200.0,12000000000038.172
851300.0,12000000000038.18
851400.0,12000000000038.188
851500.0,12000000000038.188
851600.0,12000000000038.188
851700.0,12000000000038.203
851800.0,12000000000038.203
851900.0,12000000000038.219
852000.0,12000000000038.219
852100.0,12000000000038.234
852200.0,12000000000038.234
852300.0,12000000000038.242
852400.0,12000000000038.25
852500.0,12000000000038.25
852600.0,12000000000038.266
852700.0,12000000000038.273
852800.0,12000000000038.273
852900.0,12000000000038.281
853000.0,12000000000038.281
853100.0,12000000000038.297
853200.0,12000000000038.297
853300.0,12000000000038.297
853400.0,12000000000038.305
853500.0,12000000000038.312
853600.0,12000000000038.312
853700.0,12000000000038.328
853800.0,12000000000038.336
853900.0,12000000000038.344
854000.0,12000000000038.344
854100.0,12000000000038.352
854200.0,12000000000038.36
854300.0,12000000000038.367
854400.0,12000000000038.375
854500.0,12000000000038.375
854600.0,12000000000038.39
854700.0,12000000000038.398
854800.0,12000000000038.398
854900.0,12000000000038.406
855000.0,12000000000038.406
855100.0,12000000000038.406
855200.0,12000000000038.406
855300.0,12000000000038.414
855400.0,12000000000038.422
855500.0,12000000000038.438
855600.0,12000000000038.438
855700.0,12000000000038.445
855800.0,12000000000038.453
855900.0,12000000000038.453
856000.0,12000000000038.46
856100.0,12000000000038.46
856200.0,12000000000038.469
856300.0,12000000000038.469
856400.0,12000000000038.469
856500.0,12000000000038.477
856600.0,12000000000038.484
856700.0,12000000000038.492
856800.0,12000000000038.492
856900.0,12000000000038.5
857000.0,12000000000038.508
857100.0,12000000000038.516
857200.0,12000000000038.523
857300.0,12000000000038.531
857400.0,12000000000038.531
857500.0,12000000000038.54
857600.0,12000000000038.54
857700.0,12000000000038.547
857800.0,12000000000038.555
857900.0,12000000000038.562
858000.0,12000000000038.57
858100.0,12000000000038.578
858200.0,12000000000038.578
858300.0,12000000000038.586
858400.0,12000000000038.594
858500.0,12000000000038.594
858600.0,12000000000038.61
858700.0,12000000000038.61
858800.0,12000000000038.617
858900.0,12000000000038.625
859000.0,12000000000038.625
859100.0,12000000000038.633
859200.0,12000000000038.64
859300.0,12000000000038.64
859400.0,12000000000038.648
859500.0,12000000000038.656
859600.0,12000000000038.664
859700.0,12000000000038.672
859800.0,12000000000038.68
859900.0,12000000000038.688
860000.0,12000000000038.688
860100.0,12000000000038.695
860200.0,12000000000038.703
860300.0,12000000000038.71
860400.0,12000000000038.719
860500.0,12000000000038.727
860600.0,12000000000038.734
860700.0,12000000000038.742
860800.0,12000000000038.75
860900.0,12000000000038.75
861000.0,12000000000038.758
861100.0,12000000000038.766
861200.0,12000000000038.781
861300.0,12000000000038.781
861400.0,12000000000038.781
861500.0,12000000000038.79
861600.0,12000000000038.797
861700.0,12000000000038.797
861800.0,12000000000038.812
861900.0,12000000000038.812
862000.0,12000000000038.82
862100.0,12000000000038.828
862200.0,12000000000038.844
862300.0,12000000000038.844
862400.0,12000000000038.852
862500.0,12000000000038.86
862600.0,12000000000038.86
862700.0,12000000000038.875
862800.0,12000000000038.875
862900.0,12000000000038.883
863000.0,12000000000038.883
863100.0,12000000000038.89
863200.0,12000000000038.906
863300.0,12000000000038.906
863400.0,12000000000038.914
863500.0,12000000000038.922
863600.0,12000000000038.922
863700.0,12000000000038.938
863800.0,12000000000038.938
863900.0,12000000000038.953
864000.0,12000000000038.953
864100.0,12000000000038.969
864200.0,12000000000038.969
864300.0,12000000000038.977
864400.0,12000000000038.984
864500.0,12000000000038.984
864600.0,12000000000039.0
864700.0,12000000000039.0
864800.0,12000000000039.016
864900.0,12000000000039.016
865000.0,12000000000039.016
865100.0,12000000000039.023
865200.0,12000000000039.023
865300.0,12000000000039.031
865400.0,12000000000039.04
865500.0,12000000000039.047
865600.0,12000000000039.047
865700.0,12000000000039.062
865800.0,12000000000039.07
865900.0,12000000000039.078
866000.0,12000000000039.078
866100.0,12000000000039.078
866200.0,12000000000039.086
866300.0,12000000000039.094
866400.0,12000000000039.102
866500.0,12000000000039.11
866600.0,12000000000039.11
866700.0,12000000000039.11
866800.0,12000000000039.125
866900.0,12000000000039.133
867000.0,12000000000039.14
867100.0,12000000000039.14
867200.0,12000000000039.148
867300.0,12000000000039.156
867400.0,12000000000039.156
867500.0,12000000000039.164
867600.0,12000000000039.172
867700.0,12000000000039.18
867800.0,12000000000039.188
867900.0,12000000000039.188
868000.0,12000000000039.195
868100.0,12000000000039.195
868200.0,12000000000039.203
868300.0,12000000000039.203
868400.0,12000000000039.21
868500.0,12000000000039.219
868600.0,12000000000039.227
868700.0,12000000000039.234
868800.0,12000000000039.242
868900.0,12000000000039.25
869000.0,12000000000039.258
869100.0,12000000000039.258
869200.0,12000000000039.266
869300.0,12000000000039.266
869400.0,12000000000039.273
869500.0,12000000000039.281
869600.0,12000000000039.297
869700.0,12000000000039.297
869800.0,12000000000039.297
869900.0,12000000000039.305
870000.0,12000000000039.305
870100.0,12000000000039.312
870200.0,12000000000039.32
870300.0,12000000000039.328
870400.0,12000000000039.328
870500.0,12000000000039.328
870600.0,12000000000039.336
870700.0,12000000000039.344
870800.0,12000000000039.36
870900.0,12000000000039.36
871000.0,12000000000039.367
871100.0,12000000000039.375
871200.0,12000000000039.383
871300.0,12000000000039.39
871400.0,12000000000039.39
871500.0,12000000000039.398
871600.0,12000000000039.406
871700.0,12000000000039.422
871800.0,12000000000039.422
871900.0,12000000000039.43
872000.0,12000000000039.438
872100.0,12000000000039.438
872200.0,12000000000039.445
872300.0,12000000000039.453
872400.0,12000000000039.453
872500.0,12000000000039.46
872600.0,12000000000039.46
872700.0,12000000000039.469
872800.0,12000000000039.484
872900.0,12000000000039.484
873000.0,12000000000039.492
873100.0,12000000000039.5
873200.0,12000000000039.5
873300.0,12000000000039.516
873400.0,12000000000039.516
873500.0,12000000000039.523
873600.0,12000000000039.523
873700.0,12000000000039.531
873800.0,12000000000039.531
873900.0,12000000000039.531
874000.0,12000000000039.547
874100.0,12000000000039.547
874200.0,12000000000039.555
874300.0,12000000000039.555
874400.0,12000000000039.562
874500.0,12000000000039.578
874600.0,12000000000039.578
874700.0,12000000000039.586
874800.0,12000000000039.586
874900.0,12000000000039.594
875000.0,12000000000039.594
875100.0,12000000000039.61
875200.0,12000000000039.61
875300.0,12000000000039.617
875400.0,12000000000039.625
875500.0,12000000000039.625
875600.0,12000000000039.633
875700.0,12000000000039.64
875800.0,12000000000039.648
875900.0,12000000000039.656
876000.0,12000000000039.656
876100.0,12000000000039.672
876200.0,12000000000039.672
876300.0,12000000000039.688
876400.0,12000000000039.688
876500.0,12000000000039.695
876600.0,12000000000039.695
876700.0,12000000000039.703
876800.0,12000000000039.71
876900.0,12000000000039.719
877000.0,12000000000039.719
877100.0,12000000000039.719
877200.0,12000000000039.734
877300.0,12000000000039.734
877400.0,12000000000039.75
877500.0,12000000000039.75
877600.0,12000000000039.758
877700.0,12000000000039.766
877800.0,12000000000039.773
877900.0,12000000000039.781
878000.0,12000000000039.781
878100.0,12000000000039.797
878200.0,12000000000039.805
878300.0,12000000000039.812
878400.0,12000000000039.812
878500.0,12000000000039.82
878600.0,12000000000039.828
878700.0,12000000000039.836
878800.0,12000000000039.844
878900.0,12000000000039.844
879000.0,12000000000039.86
879100.0,12000000000039.867
879200.0,12000000000039.875
879300.0,12000000000039.875
879400.0,12000000000039.883
879500.0,12000000000039.89
879600.0,12000000000039.898
879700.0,12000000000039.906
879800.0,12000000000039.906
879900.0,12000000000039.922
880000.0,12000000000039.93
880100.0,12000000000039.93
880200.0,12000000000039.938
880300.0,12000000000039.938
880400.0,12000000000039.938
880500.0,12000000000039.938
880600.0,12000000000039.945
880700.0,12000000000039.953
880800.0,12000000000039.96
880900.0,12000000000039.96
881000.0,12000000000039.969
881100.0,12000000000039.977
881200.0,12000000000039.984
881300.0,12000000000039.992
881400.0,12000000000040.0
881500.0,12000000000040.0
881600.0,12000000000040.008
881700.0,12000000000040.016
881800.0,12000000000040.023
881900.0,12000000000040.023
882000.0,12000000000040.031
882100.0,12000000000040.04
882200.0,12000000000040.04
882300.0,12000000000040.047
882400.0,12000000000040.055
882500.0,12000000000040.062
882600.0,12000000000040.062
882700.0,12000000000040.07
882800.0,12000000000040.078
882900.0,12000000000040.094
883000.0,12000000000040.094
883100.0,12000000000040.094
883200.0,12000000000040.102
883300.0,12000000000040.11
883400.0,12000000000040.117
883500.0,12000000000040.117
883600.0,12000000000040.117
883700.0,12000000000040.125
883800.0,12000000000040.125
883900.0,12000000000040.133
884000.0,12000000000040.14
884100.0,12000000000040.156
884200.0,12000000000040.156
884300.0,12000000000040.164
884400.0,12000000000040.164
884500.0,12000000000040.164
884600.0,12000000000040.172
884700.0,12000000000040.18
884800.0,12000000000040.188
884900.0,12000000000040.188
885000.0,12000000000040.203
885100.0,12000000000040.203
885200.0,12000000000040.219
885300.0,12000000000040.219
885400.0,12000000000040.227
885500.0,12000000000040.234
885600.0,12000000000040.25
885700.0,12000000000040.25
885800.0,12000000000040.258
885900.0,12000000000040.266
886000.0,12000000000040.266
886100.0,12000000000040.281
886200.0,12000000000040.281
886300.0,12000000000040.281
886400.0,12000000000040.29
886500.0,12000000000040.297
886600.0,12000000000040.297
886700.0,12000000000040.297
886800.0,12000000000040.312
886900.0,12000000000040.32
887000.0,12000000000040.328
887100.0,12000000000040.328
887200.0,12000000000040.344
887300.0,12000000000040.344
887400.0,12000000000040.352
887500.0,12000000000040.36
887600.0,12000000000040.36
887700.0,12000000000040.375
887800.0,12000000000040.383
887900.0,12000000000040.383
888000.0,12000000000040.39
888100.0,12000000000040.39
888200.0,12000000000040.406
888300.0,12000000000040.406
888400.0,12000000000040.406
888500.0,12000000000040.422
888600.0,12000000000040.422
888700.0,12000000000040.43
888800.0,12000000000040.438
888900.0,12000000000040.445
889000.0,12000000000040.453
889100.0,12000000000040.453
889200.0,12000000000040.469
889300.0,12000000000040.477
889400.0,12000000000040.484
889500.0,12000000000040.484
889600.0,12000000000040.484
889700.0,12000000000040.492
889800.0,12000000000040.5
889900.0,12000000000040.508
890000.0,12000000000040.516
890100.0,12000000000040.516
890200.0,12000000000040.523
890300.0,12000000000040.54
890400.0,12000000000040.547
890500.0,12000000000040.555
890600.0,12000000000040.562
890700.0,12000000000040.562
890800.0,12000000000040.562
890900.0,12000000000040.57
891000.0,12000000000040.578
891100.0,12000000000040.578
891200.0,12000000000040.594
891300.0,12000000000040.602
891400.0,12000000000040.61
891500.0,12000000000040.61
891600.0,12000000000040.617
891700.0,12000000000040.617
891800.0,12000000000040.625
891900.0,12000000000040.633
892000.0,12000000000040.64
892100.0,12000000000040.648
892200.0,12000000000040.656
892300.0,12000000000040.656
892400.0,12000000000040.664
892500.0,12000000000040.672
892600.0,12000000000040.672
892700.0,12000000000040.672
892800.0,12000000000040.68
892900.0,12000000000040.688
893000.0,12000000000040.695
893100.0,12000000000040.695
893200.0,12000000000040.703
893300.0,12000000000040.71
893400.0,12000000000040.71
893500.0,12000000000040.71
893600.0,12000000000040.719
893700.0,12000000000040.727
893800.0,12000000000040.734
893900.0,12000000000040.734
894000.0,12000000000040.742
894100.0,12000000000040.742
894200.0,12000000000040.75
894300.0,12000000000040.766
894400.0,12000000000040.766
894500.0,12000000000040.773
894600.0,12000000000040.781
894700.0,12000000000040.79
894800.0,12000000000040.797
894900.0,12000000000040.797
895000.0,12000000000040.797
895100.0,12000000000040.805
895200.0,12000000000040.812
895300.0,12000000000040.828
895400.0,12000000000040.828
895500.0,12000000000040.836
895600.0,12000000000040.844
895700.0,12000000000040.852
895800.0,12000000000040.86
895900.0,12000000000040.86
896000.0,12000000000040.867
896100.0,12000000000040.875
896200.0,12000000000040.89
896300.0,12000000000040.89
896400.0,12000000000040.898
896500.0,12000000000040.898
896600.0,12000000000040.906
896700.0,12000000000040.906
896800.0,12000000000040.906
896900.0,12000000000040.922
897000.0,12000000000040.922
897100.0,12000000000040.922
897200.0,12000000000040.938
897300.0,12000000000040.938
897400.0,12000000000040.953
897500.0,12000000000040.953
897600.0,12000000000040.96
897700.0,12000000000040.969
897800.0,12000000000040.969
897900.0,12000000000040.984
898000.0,12000000000040.992
898100.0,12000000000041.0
898200.0,12000000000041.0
898300.0,12000000000041.016
898400.0,12000000000041.016
898500.0,12000000000041.016
898600.0,12000000000041.023
898700.0,12000000000041.031
898800.0,12000000000041.031
898900.0,12000000000041.047
899000.0,12000000000041.055
899100.0,12000000000041.055
899200.0,12000000000041.062
899300.0,12000000000041.062
899400.0,12000000000041.078
899500.0,12000000000041.078
899600.0,12000000000041.086
899700.0,12000000000041.086
899800.0,12000000000041.094
899900.0,12000000000041.094
900000.0,12000000000041.11
900100.0,12000000000041.117
900200.0,12000000000041.125
900300.0,12000000000041.125
900400.0,12000000000041.133
900500.0,12000000000041.14
900600.0,12000000000041.148
900700.0,12000000000041.156
900800.0,12000000000041.164
900900.0,12000000000041.172
901000.0,12000000000041.18
901100.0,12000000000041.18
901200.0,12000000000041.188
901300.0,12000000000041.188
901400.0,12000000000041.195
901500.0,12000000000041.203
901600.0,12000000000041.203
901700.0,12000000000041.21
901800.0,12000000000041.219
901900.0,12000000000041.227
902000.0,12000000000041.234
902100.0,12000000000041.242
902200.0,12000000000041.25
902300.0,12000000000041.25
902400.0,12000000000041.258
902500.0,12000000000041.258
902600.0,12000000000041.266
902700.0,12000000000041.281
902800.0,12000000000041.281
902900.0,12000000000041.29
903000.0,12000000000041.29
903100.0,12000000000041.297
903200.0,12000000000041.305
903300.0,12000000000041.312
903400.0,12000000000041.312
903500.0,12000000000041.32
903600.0,12000000000041.336
903700.0,12000000000041.344
903800.0,12000000000041.344
903900.0,12000000000041.344
904000.0,12000000000041.352
904100.0,12000000000041.36
904200.0,12000000000041.367
904300.0,12000000000041.375
904400.0,12000000000041.375
904500.0,12000000000041.39
904600.0,12000000000041.398
904700.0,12000000000041.406
904800.0,12000000000041.406
904900.0,12000000000041.414
905000.0,12000000000041.422
905100.0,12000000000041.438
905200.0,12000000000041.438
905300.0,12000000000041.438
905400.0,12000000000041.453
905500.0,12000000000041.46
905600.0,12000000000041.469
905700.0,12000000000041.469
905800.0,12000000000041.477
905900.0,12000000000041.484
906000.0,12000000000041.484
906100.0,12000000000041.5
906200.0,12000000000041.5
906300.0,12000000000041.508
906400.0,12000000000041.516
906500.0,12000000000041.523
906600.0,12000000000041.531
906700.0,12000000000041.531
906800.0,12000000000041.531
906900.0,12000000000041.54
907000.0,12000000000041.54
907100.0,12000000000041.547
907200.0,12000000000041.562
907300.0,12000000000041.562
907400.0,12000000000041.57
907500.0,12000000000041.578
907600.0,12000000000041.578
907700.0,12000000000041.594
907800.0,12000000000041.594
907900.0,12000000000041.602
908000.0,12000000000041.61
908100.0,12000000000041.625
908200.0,12000000000041.625
908300.0,12000000000041.633
908400.0,12000000000041.64
908500.0,12000000000041.64
908600.0,12000000000041.656
908700.0,12000000000041.656
908800.0,12000000000041.656
908900.0,12000000000041.656
909000.0,12000000000041.664
909100.0,12000000000041.672
909200.0,12000000000041.688
909300.0,12000000000041.688
909400.0,12000000000041.695
909500.0,12000000000041.703
909600.0,12000000000041.703
909700.0,12000000000041.703
909800.0,12000000000041.719
909900.0,12000000000041.719
910000.0,12000000000041.734
910100.0,12000000000041.734
910200.0,12000000000041.734
910300.0,12000000000041.75
910400.0,12000000000041.75
910500.0,12000000000041.758
910600.0,12000000000041.766
910700.0,12000000000041.766
910800.0,12000000000041.781
910900.0,12000000000041.781
911000.0,12000000000041.797
911100.0,12000000000041.797
911200.0,12000000000041.797
911300.0,12000000000041.805
911400.0,12000000000041.812
911500.0,12000000000041.82
911600.0,12000000000041.828
911700.0,12000000000041.828
911800.0,12000000000041.844
911900.0,12000000000041.852
912000.0,12000000000041.86
912100.0,12000000000041.86
912200.0,12000000000041.867
912300.0,12000000000041.875
912400.0,12000000000041.875
912500.0,12000000000041.883
912600.0,12000000000041.89
912700.0,12000000000041.898
912800.0,12000000000041.906
912900.0,12000000000041.914
913000.0,12000000000041.922
913100.0,12000000000041.922
913200.0,12000000000041.93
913300.0,12000000000041.938
913400.0,12000000000041.945
913500.0,12000000000041.953
913600.0,12000000000041.953
913700.0,12000000000041.969
913800.0,12000000000041.977
913900.0,12000000000041.984
914000.0,12000000000041.984
914100.0,12000000000041.992
914200.0,12000000000042.0
914300.0,12000000000042.016
914400.0,12000000000042.016
914500.0,12000000000042.023
914600.0,12000000000042.031
914700.0,12000000000042.04
914800.0,12000000000042.047
914900.0,12000000000042.047
915000.0,12000000000042.047
915100.0,12000000000042.055
915200.0,12000000000042.062
915300.0,12000000000042.078
915400.0,12000000000042.078
915500.0,12000000000042.086
915600.0,12000000000042.086
915700.0,12000000000042.094
915800.0,12000000000042.102
915900.0,12000000000042.11
916000.0,12000000000042.11
916100.0,12000000000042.125
916200.0,12000000000042.133
916300.0,12000000000042.14
916400.0,12000000000042.14
916500.0,12000000000042.148
916600.0,12000000000042.156
916700.0,12000000000042.156
916800.0,12000000000042.164
916900.0,12000000000042.172
917000.0,12000000000042.172
917100.0,12000000000042.188
917200.0,12000000000042.188
917300.0,12000000000042.203
917400.0,12000000000042.203
917500.0,12000000000042.203
917600.0,12000000000042.21
917700.0,12000000000042.219
917800.0,12000000000042.234
917900.0,12000000000042.234
918000.0,12000000000042.234
918100.0,12000000000042.242
918200.0,12000000000042.25
918300.0,12000000000042.25
918400.0,12000000000042.266
918500.0,12000000000042.266
918600.0,12000000000042.273
918700.0,12000000000042.281
918800.0,12000000000042.297
918900.0,12000000000042.297
919000.0,12000000000042.305
919100.0,12000000000042.312
919200.0,12000000000042.312
919300.0,12000000000042.328
919400.0,12000000000042.328
919500.0,12000000000042.336
919600.0,12000000000042.344
919700.0,12000000000042.36
919800.0,12000000000042.36
919900.0,12000000000042.367
920000.0,12000000000042.375
920100.0,12000000000042.375
920200.0,12000000000042.39
920300.0,12000000000042.39
920400.0,12000000000042.39
920500.0,12000000000042.406
920600.0,12000000000042.406
920700.0,12000000000042.422
920800.0,12000000000042.422
920900.0,12000000000042.43
921000.0,12000000000042.438
921100.0,12000000000042.438
921200.0,12000000000042.438
921300.0,12000000000042.453
921400.0,12000000000042.453
921500.0,12000000000042.469
921600.0,12000000000042.469
921700.0,12000000000042.469
