M.D_b.zsat Time [a],M.D_b.zsat zsat [mol/kg]
347400.0,3755
347500.0,3755
347600.0,3755
347700.0,3755
347800.0,3755
347900.0,3755
348000.0,3755
348100.0,3755
348200.0,3755
348300.0,3755
348400.0,3755
348500.0,3755
348600.0,3755
348700.0,3755
348800.0,3755
348900.0,3755
349000.0,3755
349100.0,3755
349200.0,3755
349300.0,3755
349400.0,3755
349500.0,3755
349600.0,3755
349700.0,3755
349800.0,3755
349900.0,3755
350000.0,3755
350100.0,3755
350200.0,3755
350300.0,3755
350400.0,3755
350500.0,3755
350600.0,3755
350700.0,3755
350800.0,3755
350900.0,3755
351000.0,3755
351100.0,3755
351200.0,3755
351300.0,3755
351400.0,3755
351500.0,3755
351600.0,3755
351700.0,3755
351800.0,3755
351900.0,3755
352000.0,3755
352100.0,3755
352200.0,3755
352300.0,3755
352400.0,3755
352500.0,3755
352600.0,3755
352700.0,3755
352800.0,3755
352900.0,3755
353000.0,3755
353100.0,3755
353200.0,3755
353300.0,3755
353400.0,3755
353500.0,3755
353600.0,3755
353700.0,3755
353800.0,3755
353900.0,3755
354000.0,3755
354100.0,3755
354200.0,3755
354300.0,3755
354400.0,3755
354500.0,3755
354600.0,3755
354700.0,3755
354800.0,3755
354900.0,3755
355000.0,3755
355100.0,3755
355200.0,3755
355300.0,3755
355400.0,3755
355500.0,3755
355600.0,3755
355700.0,3755
355800.0,3755
355900.0,3755
356000.0,3755
356100.0,3755
356200.0,3755
356300.0,3755
356400.0,3755
356500.0,3755
356600.0,3755
356700.0,3755
356800.0,3755
356900.0,3755
357000.0,3755
357100.0,3755
357200.0,3755
357300.0,3755
357400.0,3755
357500.0,3755
357600.0,3755
357700.0,3755
357800.0,3755
357900.0,3755
358000.0,3755
358100.0,3755
358200.0,3755
358300.0,3755
358400.0,3755
358500.0,3755
358600.0,3755
358700.0,3755
358800.0,3755
358900.0,3755
359000.0,3755
359100.0,3755
359200.0,3755
359300.0,3755
359400.0,3755
359500.0,3755
359600.0,3755
359700.0,3755
359800.0,3755
359900.0,3755
360000.0,3755
360100.0,3755
360200.0,3755
360300.0,3755
360400.0,3755
360500.0,3755
360600.0,3755
360700.0,3755
360800.0,3755
360900.0,3755
361000.0,3755
361100.0,3755
361200.0,3755
361300.0,3755
361400.0,3755
361500.0,3755
361600.0,3755
361700.0,3755
361800.0,3755
361900.0,3755
362000.0,3755
362100.0,3755
362200.0,3755
362300.0,3755
362400.0,3755
362500.0,3755
362600.0,3755
362700.0,3755
362800.0,3755
362900.0,3755
363000.0,3755
363100.0,3755
363200.0,3755
363300.0,3755
363400.0,3755
363500.0,3755
363600.0,3755
363700.0,3755
363800.0,3755
363900.0,3755
364000.0,3755
364100.0,3755
364200.0,3755
364300.0,3755
364400.0,3755
364500.0,3755
364600.0,3755
364700.0,3755
364800.0,3755
364900.0,3755
365000.0,3755
365100.0,3755
365200.0,3755
365300.0,3755
365400.0,3755
365500.0,3755
365600.0,3755
365700.0,3755
365800.0,3755
365900.0,3755
366000.0,3755
366100.0,3755
366200.0,3755
366300.0,3755
366400.0,3755
366500.0,3755
366600.0,3755
366700.0,3755
366800.0,3755
366900.0,3755
367000.0,3755
367100.0,3755
367200.0,3755
367300.0,3755
367400.0,3755
367500.0,3755
367600.0,3755
367700.0,3755
367800.0,3755
367900.0,3755
368000.0,3755
368100.0,3755
368200.0,3755
368300.0,3755
368400.0,3755
368500.0,3755
368600.0,3755
368700.0,3755
368800.0,3755
368900.0,3755
369000.0,3755
369100.0,3755
369200.0,3755
369300.0,3755
369400.0,3755
369500.0,3755
369600.0,3755
369700.0,3755
369800.0,3755
369900.0,3755
370000.0,3755
370100.0,3755
370200.0,3755
370300.0,3755
370400.0,3755
370500.0,3755
370600.0,3755
370700.0,3755
370800.0,3755
370900.0,3755
371000.0,3755
371100.0,3755
371200.0,3755
371300.0,3755
371400.0,3755
371500.0,3755
371600.0,3755
371700.0,3755
371800.0,3755
371900.0,3755
372000.0,3755
372100.0,3755
372200.0,3755
372300.0,3755
372400.0,3755
372500.0,3755
372600.0,3755
372700.0,3755
372800.0,3755
372900.0,3755
373000.0,3755
373100.0,3755
373200.0,3755
373300.0,3755
373400.0,3755
373500.0,3755
373600.0,3755
373700.0,3755
373800.0,3755
373900.0,3755
374000.0,3755
374100.0,3755
374200.0,3755
374300.0,3755
374400.0,3755
374500.0,3755
374600.0,3755
374700.0,3755
374800.0,3755
374900.0,3755
375000.0,3755
375100.0,3755
375200.0,3755
375300.0,3755
375400.0,3755
375500.0,3755
375600.0,3755
375700.0,3755
375800.0,3755
375900.0,3755
376000.0,3755
376100.0,3755
376200.0,3755
376300.0,3755
376400.0,3755
376500.0,3755
376600.0,3755
376700.0,3755
376800.0,3755
376900.0,3755
377000.0,3755
377100.0,3755
377200.0,3755
377300.0,3755
377400.0,3755
377500.0,3755
377600.0,3755
377700.0,3755
377800.0,3755
377900.0,3755
378000.0,3755
378100.0,3755
378200.0,3755
378300.0,3755
378400.0,3755
378500.0,3755
378600.0,3755
378700.0,3755
378800.0,3755
378900.0,3755
379000.0,3755
379100.0,3755
379200.0,3755
379300.0,3755
379400.0,3755
379500.0,3755
379600.0,3755
379700.0,3755
379800.0,3755
379900.0,3755
380000.0,3755
380100.0,3755
380200.0,3755
380300.0,3755
380400.0,3755
380500.0,3755
380600.0,3755
380700.0,3755
380800.0,3755
380900.0,3755
381000.0,3755
381100.0,3755
381200.0,3755
381300.0,3755
381400.0,3755
381500.0,3755
381600.0,3755
381700.0,3755
381800.0,3755
381900.0,3755
382000.0,3755
382100.0,3755
382200.0,3755
382300.0,3755
382400.0,3755
382500.0,3755
382600.0,3755
382700.0,3755
382800.0,3755
382900.0,3755
383000.0,3755
383100.0,3755
383200.0,3755
383300.0,3755
383400.0,3755
383500.0,3755
383600.0,3755
383700.0,3755
383800.0,3755
383900.0,3755
384000.0,3755
384100.0,3755
384200.0,3755
384300.0,3755
384400.0,3755
384500.0,3755
384600.0,3755
384700.0,3755
384800.0,3755
384900.0,3755
385000.0,3755
385100.0,3755
385200.0,3755
385300.0,3755
385400.0,3755
385500.0,3755
385600.0,3755
385700.0,3755
385800.0,3755
385900.0,3755
386000.0,3755
386100.0,3755
386200.0,3755
386300.0,3755
386400.0,3755
386500.0,3755
386600.0,3755
386700.0,3755
386800.0,3755
386900.0,3755
387000.0,3755
387100.0,3755
387200.0,3755
387300.0,3755
387400.0,3755
387500.0,3755
387600.0,3755
387700.0,3755
387800.0,3755
387900.0,3755
388000.0,3755
388100.0,3755
388200.0,3755
388300.0,3755
388400.0,3755
388500.0,3755
388600.0,3755
388700.0,3755
388800.0,3755
388900.0,3755
389000.0,3755
389100.0,3755
389200.0,3755
389300.0,3755
389400.0,3755
389500.0,3755
389600.0,3755
389700.0,3755
389800.0,3755
389900.0,3755
390000.0,3755
390100.0,3755
390200.0,3755
390300.0,3755
390400.0,3755
390500.0,3755
390600.0,3755
390700.0,3755
390800.0,3755
390900.0,3755
391000.0,3755
391100.0,3755
391200.0,3755
391300.0,3755
391400.0,3755
391500.0,3755
391600.0,3755
391700.0,3755
391800.0,3755
391900.0,3755
392000.0,3755
392100.0,3755
392200.0,3755
392300.0,3755
392400.0,3755
392500.0,3755
392600.0,3755
392700.0,3755
392800.0,3755
392900.0,3755
393000.0,3755
393100.0,3755
393200.0,3755
393300.0,3755
393400.0,3755
393500.0,3755
393600.0,3755
393700.0,3755
393800.0,3755
393900.0,3755
394000.0,3755
394100.0,3755
394200.0,3755
394300.0,3755
394400.0,3755
394500.0,3755
394600.0,3755
394700.0,3755
394800.0,3755
394900.0,3755
395000.0,3755
395100.0,3755
395200.0,3755
395300.0,3755
395400.0,3755
395500.0,3755
395600.0,3755
395700.0,3755
395800.0,3755
395900.0,3755
396000.0,3755
396100.0,3755
396200.0,3755
396300.0,3755
396400.0,3755
396500.0,3755
396600.0,3755
396700.0,3755
396800.0,3755
396900.0,3755
397000.0,3755
397100.0,3755
397200.0,3755
397300.0,3755
397400.0,3755
397500.0,3755
397600.0,3755
397700.0,3755
397800.0,3755
397900.0,3755
398000.0,3755
398100.0,3755
398200.0,3755
398300.0,3755
398400.0,3755
398500.0,3755
398600.0,3755
398700.0,3755
398800.0,3755
398900.0,3755
399000.0,3755
399100.0,3755
399200.0,3755
399300.0,3755
399400.0,3755
399500.0,3755
399600.0,3755
399700.0,3755
399800.0,3755
399900.0,3755
400000.0,3755
400100.0,3755
400200.0,3755
400300.0,3755
400400.0,3755
400500.0,3755
400600.0,3755
400700.0,3755
400800.0,3755
400900.0,3755
401000.0,3755
401100.0,3755
401200.0,3755
401300.0,3755
401400.0,3755
401500.0,3755
401600.0,3755
401700.0,3755
401800.0,3755
401900.0,3755
402000.0,3755
402100.0,3755
402200.0,3755
402300.0,3755
402400.0,3755
402500.0,3755
402600.0,3755
402700.0,3755
402800.0,3755
402900.0,3755
403000.0,3755
403100.0,3755
403200.0,3755
403300.0,3755
403400.0,3755
403500.0,3755
403600.0,3755
403700.0,3755
403800.0,3755
403900.0,3755
404000.0,3755
404100.0,3755
404200.0,3755
404300.0,3755
404400.0,3755
404500.0,3755
404600.0,3755
404700.0,3755
404800.0,3755
404900.0,3755
405000.0,3755
405100.0,3755
405200.0,3755
405300.0,3755
405400.0,3755
405500.0,3755
405600.0,3755
405700.0,3755
405800.0,3755
405900.0,3755
406000.0,3755
406100.0,3755
406200.0,3755
406300.0,3755
406400.0,3755
406500.0,3755
406600.0,3755
406700.0,3755
406800.0,3755
406900.0,3755
407000.0,3755
407100.0,3755
407200.0,3755
407300.0,3755
407400.0,3755
407500.0,3755
407600.0,3755
407700.0,3755
407800.0,3755
407900.0,3755
408000.0,3755
408100.0,3755
408200.0,3755
408300.0,3755
408400.0,3755
408500.0,3755
408600.0,3755
408700.0,3755
408800.0,3755
408900.0,3755
409000.0,3755
409100.0,3755
409200.0,3755
409300.0,3755
409400.0,3755
409500.0,3755
409600.0,3755
409700.0,3755
409800.0,3755
409900.0,3755
410000.0,3755
410100.0,3755
410200.0,3755
410300.0,3755
410400.0,3755
410500.0,3755
410600.0,3755
410700.0,3755
410800.0,3755
410900.0,3755
411000.0,3755
411100.0,3755
411200.0,3755
411300.0,3755
411400.0,3755
411500.0,3755
411600.0,3755
411700.0,3755
411800.0,3755
411900.0,3755
412000.0,3755
412100.0,3755
412200.0,3755
412300.0,3755
412400.0,3755
412500.0,3755
412600.0,3755
412700.0,3755
412800.0,3755
412900.0,3755
413000.0,3755
413100.0,3755
413200.0,3755
413300.0,3755
413400.0,3755
413500.0,3755
413600.0,3755
413700.0,3755
413800.0,3755
413900.0,3755
414000.0,3755
414100.0,3755
414200.0,3755
414300.0,3755
414400.0,3755
414500.0,3755
414600.0,3755
414700.0,3755
414800.0,3755
414900.0,3755
415000.0,3755
415100.0,3755
415200.0,3755
415300.0,3755
415400.0,3755
415500.0,3755
415600.0,3755
415700.0,3755
415800.0,3755
415900.0,3755
416000.0,3755
416100.0,3755
416200.0,3755
416300.0,3755
416400.0,3755
416500.0,3755
416600.0,3755
416700.0,3755
416800.0,3755
416900.0,3755
417000.0,3755
417100.0,3755
417200.0,3755
417300.0,3755
417400.0,3755
417500.0,3755
417600.0,3755
417700.0,3755
417800.0,3755
417900.0,3755
418000.0,3755
418100.0,3755
418200.0,3755
418300.0,3755
418400.0,3755
418500.0,3755
418600.0,3755
418700.0,3755
418800.0,3755
418900.0,3755
419000.0,3755
419100.0,3755
419200.0,3755
419300.0,3755
419400.0,3755
419500.0,3755
419600.0,3755
419700.0,3755
419800.0,3755
419900.0,3755
420000.0,3755
420100.0,3755
420200.0,3755
420300.0,3755
420400.0,3755
420500.0,3755
420600.0,3755
420700.0,3755
420800.0,3755
420900.0,3755
421000.0,3755
421100.0,3755
421200.0,3755
421300.0,3755
421400.0,3755
421500.0,3755
421600.0,3755
421700.0,3755
421800.0,3755
421900.0,3755
422000.0,3755
422100.0,3755
422200.0,3755
422300.0,3755
422400.0,3755
422500.0,3755
422600.0,3755
422700.0,3755
422800.0,3755
422900.0,3755
423000.0,3755
423100.0,3755
423200.0,3755
423300.0,3755
423400.0,3755
423500.0,3755
423600.0,3755
423700.0,3755
423800.0,3755
423900.0,3755
424000.0,3755
424100.0,3755
424200.0,3755
424300.0,3755
424400.0,3755
424500.0,3755
424600.0,3755
424700.0,3755
424800.0,3755
424900.0,3755
425000.0,3755
425100.0,3755
425200.0,3755
425300.0,3755
425400.0,3755
425500.0,3755
425600.0,3755
425700.0,3755
425800.0,3755
425900.0,3755
426000.0,3755
426100.0,3755
426200.0,3755
426300.0,3755
426400.0,3755
426500.0,3755
426600.0,3755
426700.0,3755
426800.0,3755
426900.0,3755
427000.0,3755
427100.0,3755
427200.0,3755
427300.0,3755
427400.0,3755
427500.0,3755
427600.0,3755
427700.0,3755
427800.0,3755
427900.0,3755
428000.0,3755
428100.0,3755
428200.0,3755
428300.0,3755
428400.0,3755
428500.0,3755
428600.0,3755
428700.0,3755
428800.0,3755
428900.0,3755
429000.0,3755
429100.0,3755
429200.0,3755
429300.0,3755
429400.0,3755
429500.0,3755
429600.0,3755
429700.0,3755
429800.0,3755
429900.0,3755
430000.0,3755
430100.0,3755
430200.0,3755
430300.0,3755
430400.0,3755
430500.0,3755
430600.0,3755
430700.0,3755
430800.0,3755
430900.0,3755
431000.0,3755
431100.0,3755
431200.0,3755
431300.0,3755
431400.0,3755
431500.0,3755
431600.0,3755
431700.0,3755
431800.0,3755
431900.0,3755
432000.0,3755
432100.0,3755
432200.0,3755
432300.0,3755
432400.0,3755
432500.0,3755
432600.0,3755
432700.0,3755
432800.0,3755
432900.0,3755
433000.0,3755
433100.0,3755
433200.0,3755
433300.0,3755
433400.0,3755
433500.0,3755
433600.0,3755
433700.0,3755
433800.0,3755
433900.0,3755
434000.0,3755
434100.0,3755
434200.0,3755
434300.0,3755
434400.0,3755
434500.0,3755
434600.0,3755
434700.0,3755
434800.0,3755
434900.0,3755
435000.0,3755
435100.0,3755
435200.0,3755
435300.0,3755
435400.0,3755
435500.0,3755
435600.0,3755
435700.0,3755
435800.0,3755
435900.0,3755
436000.0,3755
436100.0,3755
436200.0,3755
436300.0,3755
436400.0,3755
436500.0,3755
436600.0,3755
436700.0,3755
436800.0,3755
436900.0,3755
437000.0,3755
437100.0,3755
437200.0,3755
437300.0,3755
437400.0,3755
437500.0,3755
437600.0,3755
437700.0,3755
437800.0,3755
437900.0,3755
438000.0,3755
438100.0,3755
438200.0,3755
438300.0,3755
438400.0,3755
438500.0,3755
438600.0,3755
438700.0,3755
438800.0,3755
438900.0,3755
439000.0,3755
439100.0,3755
439200.0,3755
439300.0,3755
439400.0,3755
439500.0,3755
439600.0,3755
439700.0,3755
439800.0,3755
439900.0,3755
440000.0,3755
440100.0,3755
440200.0,3755
440300.0,3755
440400.0,3755
440500.0,3755
440600.0,3755
440700.0,3755
440800.0,3755
440900.0,3755
441000.0,3755
441100.0,3755
441200.0,3755
441300.0,3755
441400.0,3755
441500.0,3755
441600.0,3755
441700.0,3755
441800.0,3755
441900.0,3755
442000.0,3755
442100.0,3755
442200.0,3755
442300.0,3755
442400.0,3755
442500.0,3755
442600.0,3755
442700.0,3755
442800.0,3755
442900.0,3755
443000.0,3755
443100.0,3755
443200.0,3755
443300.0,3755
443400.0,3755
443500.0,3755
443600.0,3755
443700.0,3755
443800.0,3755
443900.0,3755
444000.0,3755
444100.0,3755
444200.0,3755
444300.0,3755
444400.0,3755
444500.0,3755
444600.0,3755
444700.0,3755
444800.0,3755
444900.0,3755
445000.0,3755
445100.0,3755
445200.0,3755
445300.0,3755
445400.0,3755
445500.0,3755
445600.0,3755
445700.0,3755
445800.0,3755
445900.0,3755
446000.0,3755
446100.0,3755
446200.0,3755
446300.0,3755
446400.0,3755
446500.0,3755
446600.0,3755
446700.0,3755
446800.0,3755
446900.0,3755
447000.0,3755
447100.0,3755
447200.0,3755
447300.0,3755
447400.0,3755
447500.0,3755
447600.0,3755
447700.0,3755
447800.0,3755
447900.0,3755
448000.0,3755
448100.0,3755
448200.0,3755
448300.0,3755
448400.0,3755
448500.0,3755
448600.0,3755
448700.0,3755
448800.0,3755
448900.0,3755
449000.0,3755
449100.0,3755
449200.0,3755
449300.0,3755
449400.0,3755
449500.0,3755
449600.0,3755
449700.0,3755
449800.0,3755
449900.0,3755
450000.0,3755
450100.0,3755
450200.0,3755
450300.0,3755
450400.0,3755
450500.0,3755
450600.0,3755
450700.0,3755
450800.0,3755
450900.0,3755
451000.0,3755
451100.0,3755
451200.0,3755
451300.0,3755
451400.0,3755
451500.0,3755
451600.0,3755
451700.0,3755
451800.0,3755
451900.0,3755
452000.0,3755
452100.0,3755
452200.0,3755
452300.0,3755
452400.0,3755
452500.0,3755
452600.0,3755
452700.0,3755
452800.0,3755
452900.0,3755
453000.0,3755
453100.0,3755
453200.0,3755
453300.0,3755
453400.0,3755
453500.0,3755
453600.0,3755
453700.0,3755
453800.0,3755
453900.0,3755
454000.0,3755
454100.0,3755
454200.0,3755
454300.0,3755
454400.0,3755
454500.0,3755
454600.0,3755
454700.0,3755
454800.0,3755
454900.0,3755
455000.0,3755
455100.0,3755
455200.0,3755
455300.0,3755
455400.0,3755
455500.0,3755
455600.0,3755
455700.0,3755
455800.0,3755
455900.0,3755
456000.0,3755
456100.0,3755
456200.0,3755
456300.0,3755
456400.0,3755
456500.0,3755
456600.0,3755
456700.0,3755
456800.0,3755
456900.0,3755
457000.0,3755
457100.0,3755
457200.0,3755
457300.0,3755
457400.0,3755
457500.0,3755
457600.0,3755
457700.0,3755
457800.0,3755
457900.0,3755
458000.0,3755
458100.0,3755
458200.0,3755
458300.0,3755
458400.0,3755
458500.0,3755
458600.0,3755
458700.0,3755
458800.0,3755
458900.0,3755
459000.0,3755
459100.0,3755
459200.0,3755
459300.0,3755
459400.0,3755
459500.0,3755
459600.0,3755
459700.0,3755
459800.0,3755
459900.0,3755
460000.0,3755
460100.0,3755
460200.0,3755
460300.0,3755
460400.0,3755
460500.0,3755
460600.0,3755
460700.0,3755
460800.0,3755
460900.0,3755
461000.0,3755
461100.0,3755
461200.0,3755
461300.0,3755
461400.0,3755
461500.0,3755
461600.0,3755
461700.0,3755
461800.0,3755
461900.0,3755
462000.0,3755
462100.0,3755
462200.0,3755
462300.0,3755
462400.0,3755
462500.0,3755
462600.0,3755
462700.0,3755
462800.0,3755
462900.0,3755
463000.0,3755
463100.0,3755
463200.0,3755
463300.0,3755
463400.0,3755
463500.0,3755
463600.0,3755
463700.0,3755
463800.0,3755
463900.0,3755
464000.0,3755
464100.0,3755
464200.0,3755
464300.0,3755
464400.0,3755
464500.0,3755
464600.0,3755
464700.0,3755
464800.0,3755
464900.0,3755
465000.0,3755
465100.0,3755
465200.0,3755
465300.0,3755
465400.0,3755
465500.0,3755
465600.0,3755
465700.0,3755
465800.0,3755
465900.0,3755
466000.0,3755
466100.0,3755
466200.0,3755
466300.0,3755
466400.0,3755
466500.0,3755
466600.0,3755
466700.0,3755
466800.0,3755
466900.0,3755
467000.0,3755
467100.0,3755
467200.0,3755
467300.0,3755
467400.0,3755
467500.0,3755
467600.0,3755
467700.0,3755
467800.0,3755
467900.0,3755
468000.0,3755
468100.0,3755
468200.0,3755
468300.0,3755
468400.0,3755
468500.0,3755
468600.0,3755
468700.0,3755
468800.0,3755
468900.0,3755
469000.0,3755
469100.0,3755
469200.0,3755
469300.0,3755
469400.0,3755
469500.0,3755
469600.0,3755
469700.0,3755
469800.0,3755
469900.0,3755
470000.0,3755
470100.0,3755
470200.0,3755
470300.0,3755
470400.0,3755
470500.0,3755
470600.0,3755
470700.0,3755
470800.0,3755
470900.0,3755
471000.0,3755
471100.0,3755
471200.0,3755
471300.0,3755
471400.0,3755
471500.0,3755
471600.0,3755
471700.0,3755
471800.0,3755
471900.0,3755
472000.0,3755
472100.0,3755
472200.0,3755
472300.0,3755
472400.0,3755
472500.0,3755
472600.0,3755
472700.0,3755
472800.0,3755
472900.0,3755
473000.0,3755
473100.0,3755
473200.0,3755
473300.0,3755
473400.0,3755
473500.0,3755
473600.0,3755
473700.0,3755
473800.0,3755
473900.0,3755
474000.0,3755
474100.0,3755
474200.0,3755
474300.0,3755
474400.0,3755
474500.0,3755
474600.0,3755
474700.0,3755
474800.0,3755
474900.0,3755
475000.0,3755
475100.0,3755
475200.0,3755
475300.0,3755
475400.0,3755
475500.0,3755
475600.0,3755
475700.0,3755
475800.0,3755
475900.0,3755
476000.0,3755
476100.0,3755
476200.0,3755
476300.0,3755
476400.0,3755
476500.0,3755
476600.0,3755
476700.0,3755
476800.0,3755
476900.0,3755
477000.0,3755
477100.0,3755
477200.0,3755
477300.0,3755
477400.0,3755
477500.0,3755
477600.0,3755
477700.0,3755
477800.0,3755
477900.0,3755
478000.0,3755
478100.0,3755
478200.0,3755
478300.0,3755
478400.0,3755
478500.0,3755
478600.0,3755
478700.0,3755
478800.0,3755
478900.0,3755
479000.0,3755
479100.0,3755
479200.0,3755
479300.0,3755
479400.0,3755
479500.0,3755
479600.0,3755
479700.0,3755
479800.0,3755
479900.0,3755
480000.0,3755
480100.0,3755
480200.0,3755
480300.0,3755
480400.0,3755
480500.0,3755
480600.0,3755
480700.0,3755
480800.0,3755
480900.0,3755
481000.0,3755
481100.0,3755
481200.0,3755
481300.0,3755
481400.0,3755
481500.0,3755
481600.0,3755
481700.0,3755
481800.0,3755
481900.0,3755
482000.0,3755
482100.0,3755
482200.0,3755
482300.0,3755
482400.0,3755
482500.0,3755
482600.0,3755
482700.0,3755
482800.0,3755
482900.0,3755
483000.0,3755
483100.0,3755
483200.0,3755
483300.0,3755
483400.0,3755
483500.0,3755
483600.0,3755
483700.0,3755
483800.0,3755
483900.0,3755
484000.0,3755
484100.0,3755
484200.0,3755
484300.0,3755
484400.0,3755
484500.0,3755
484600.0,3755
484700.0,3755
484800.0,3755
484900.0,3755
485000.0,3755
485100.0,3755
485200.0,3755
485300.0,3755
485400.0,3755
485500.0,3755
485600.0,3755
485700.0,3755
485800.0,3755
485900.0,3755
486000.0,3755
486100.0,3755
486200.0,3755
486300.0,3755
486400.0,3755
486500.0,3755
486600.0,3755
486700.0,3755
486800.0,3755
486900.0,3755
487000.0,3755
487100.0,3755
487200.0,3755
487300.0,3755
487400.0,3755
487500.0,3755
487600.0,3755
487700.0,3755
487800.0,3755
487900.0,3755
488000.0,3755
488100.0,3755
488200.0,3755
488300.0,3755
488400.0,3755
488500.0,3755
488600.0,3755
488700.0,3755
488800.0,3755
488900.0,3755
489000.0,3755
489100.0,3755
489200.0,3755
489300.0,3755
489400.0,3755
489500.0,3755
489600.0,3755
489700.0,3755
489800.0,3755
489900.0,3755
490000.0,3755
490100.0,3755
490200.0,3755
490300.0,3755
490400.0,3755
490500.0,3755
490600.0,3755
490700.0,3755
490800.0,3755
490900.0,3755
491000.0,3755
491100.0,3755
491200.0,3755
491300.0,3755
491400.0,3755
491500.0,3755
491600.0,3755
491700.0,3755
491800.0,3755
491900.0,3755
492000.0,3755
492100.0,3755
492200.0,3755
492300.0,3755
492400.0,3755
492500.0,3755
492600.0,3755
492700.0,3755
492800.0,3755
492900.0,3755
493000.0,3755
493100.0,3755
493200.0,3755
493300.0,3755
493400.0,3755
493500.0,3755
493600.0,3755
493700.0,3755
493800.0,3755
493900.0,3755
494000.0,3755
494100.0,3755
494200.0,3755
494300.0,3755
494400.0,3755
494500.0,3755
494600.0,3755
494700.0,3755
494800.0,3755
494900.0,3755
495000.0,3755
495100.0,3755
495200.0,3755
495300.0,3755
495400.0,3755
495500.0,3755
495600.0,3755
495700.0,3755
495800.0,3755
495900.0,3755
496000.0,3755
496100.0,3755
496200.0,3755
496300.0,3755
496400.0,3755
496500.0,3755
496600.0,3755
496700.0,3755
496800.0,3755
496900.0,3755
497000.0,3755
497100.0,3755
497200.0,3755
497300.0,3755
497400.0,3755
497500.0,3755
497600.0,3755
497700.0,3755
497800.0,3755
497900.0,3755
498000.0,3755
498100.0,3755
498200.0,3755
498300.0,3755
498400.0,3755
498500.0,3755
498600.0,3755
498700.0,3755
498800.0,3755
498900.0,3755
499000.0,3755
499100.0,3755
499200.0,3755
499300.0,3755
499400.0,3755
499500.0,3755
499600.0,3755
499700.0,3755
499800.0,3755
499900.0,3755
500000.0,3755
500100.0,3755
500200.0,3755
500300.0,3755
500400.0,3755
500500.0,3755
500600.0,3755
500700.0,3755
500800.0,3755
500900.0,3755
501000.0,3755
501100.0,3755
501200.0,3755
501300.0,3755
501400.0,3755
501500.0,3755
501600.0,3755
501700.0,3755
501800.0,3755
501900.0,3755
502000.0,3755
502100.0,3755
502200.0,3755
502300.0,3755
502400.0,3755
502500.0,3755
502600.0,3755
502700.0,3755
502800.0,3755
502900.0,3755
503000.0,3755
503100.0,3755
503200.0,3755
503300.0,3755
503400.0,3755
503500.0,3755
503600.0,3755
503700.0,3755
503800.0,3755
503900.0,3755
504000.0,3755
504100.0,3755
504200.0,3755
504300.0,3755
504400.0,3755
504500.0,3755
504600.0,3755
504700.0,3755
504800.0,3755
504900.0,3755
505000.0,3755
505100.0,3755
505200.0,3755
505300.0,3755
505400.0,3755
505500.0,3755
505600.0,3755
505700.0,3755
505800.0,3755
505900.0,3755
506000.0,3755
506100.0,3755
506200.0,3755
506300.0,3755
506400.0,3755
506500.0,3755
506600.0,3755
506700.0,3755
506800.0,3755
506900.0,3755
507000.0,3755
507100.0,3755
507200.0,3755
507300.0,3755
507400.0,3755
507500.0,3755
507600.0,3755
507700.0,3755
507800.0,3755
507900.0,3755
508000.0,3755
508100.0,3755
508200.0,3755
508300.0,3755
508400.0,3755
508500.0,3755
508600.0,3755
508700.0,3755
508800.0,3755
508900.0,3755
509000.0,3755
509100.0,3755
509200.0,3755
509300.0,3755
509400.0,3755
509500.0,3755
509600.0,3755
509700.0,3755
509800.0,3755
509900.0,3755
510000.0,3755
510100.0,3755
510200.0,3755
510300.0,3755
510400.0,3755
510500.0,3755
510600.0,3755
510700.0,3755
510800.0,3755
510900.0,3755
511000.0,3755
511100.0,3755
511200.0,3755
511300.0,3755
511400.0,3755
511500.0,3755
511600.0,3755
511700.0,3755
511800.0,3755
511900.0,3755
512000.0,3755
512100.0,3755
512200.0,3755
512300.0,3755
512400.0,3755
512500.0,3755
512600.0,3755
512700.0,3755
512800.0,3755
512900.0,3755
513000.0,3755
513100.0,3755
513200.0,3755
513300.0,3755
513400.0,3755
513500.0,3755
513600.0,3755
513700.0,3755
513800.0,3755
513900.0,3755
514000.0,3755
514100.0,3755
514200.0,3755
514300.0,3755
514400.0,3755
514500.0,3755
514600.0,3755
514700.0,3755
514800.0,3755
514900.0,3755
515000.0,3755
515100.0,3755
515200.0,3755
515300.0,3755
515400.0,3755
515500.0,3755
515600.0,3755
515700.0,3755
515800.0,3755
515900.0,3755
516000.0,3755
516100.0,3755
516200.0,3755
516300.0,3755
516400.0,3755
516500.0,3755
516600.0,3755
516700.0,3755
516800.0,3755
516900.0,3755
517000.0,3755
517100.0,3755
517200.0,3755
517300.0,3755
517400.0,3755
517500.0,3755
517600.0,3755
517700.0,3755
517800.0,3755
517900.0,3755
518000.0,3755
518100.0,3755
518200.0,3755
518300.0,3755
518400.0,3755
518500.0,3755
518600.0,3755
518700.0,3755
518800.0,3755
518900.0,3755
519000.0,3755
519100.0,3755
519200.0,3755
519300.0,3755
519400.0,3755
519500.0,3755
519600.0,3755
519700.0,3755
519800.0,3755
519900.0,3755
520000.0,3755
520100.0,3755
520200.0,3755
520300.0,3755
520400.0,3755
520500.0,3755
520600.0,3755
520700.0,3755
520800.0,3755
520900.0,3755
521000.0,3755
521100.0,3755
521200.0,3755
521300.0,3755
521400.0,3755
521500.0,3755
521600.0,3755
521700.0,3755
521800.0,3755
