M.H_b.CO2aq Time [a],M.H_b.CO2aq CO2aq [mol/kg]
216800.0,1.5733019491890293e-05
216900.0,1.573301949189029e-05
217000.0,1.573301949189026e-05
217100.0,1.573301949189023e-05
217200.0,1.5733019491890212e-05
217300.0,1.5733019491890198e-05
217400.0,1.5733019491890164e-05
217500.0,1.5733019491890137e-05
217600.0,1.5733019491890117e-05
217700.0,1.5733019491890086e-05
217800.0,1.5733019491890076e-05
217900.0,1.5733019491890066e-05
218000.0,1.5733019491890053e-05
218100.0,1.5733019491890053e-05
218200.0,1.5733019491890056e-05
218300.0,1.5733019491890056e-05
218400.0,1.5733019491890053e-05
218500.0,1.573301949189003e-05
218600.0,1.573301949189002e-05
218700.0,1.5733019491890005e-05
218800.0,1.5733019491890005e-05
218900.0,1.5733019491890002e-05
219000.0,1.5733019491890005e-05
219100.0,1.5733019491890015e-05
219200.0,1.5733019491890025e-05
219300.0,1.5733019491890022e-05
219400.0,1.5733019491890022e-05
219500.0,1.5733019491890015e-05
219600.0,1.5733019491890015e-05
219700.0,1.5733019491890022e-05
219800.0,1.5733019491890032e-05
219900.0,1.573301949189004e-05
220000.0,1.5733019491890042e-05
220100.0,1.573301949189005e-05
220200.0,1.5733019491890032e-05
220300.0,1.5733019491890032e-05
220400.0,1.573301949189003e-05
220500.0,1.5733019491890025e-05
220600.0,1.5733019491890022e-05
220700.0,1.5733019491890025e-05
220800.0,1.5733019491890032e-05
220900.0,1.5733019491890032e-05
221000.0,1.573301949189001e-05
221100.0,1.5733019491889988e-05
221200.0,1.5733019491889985e-05
221300.0,1.573301949188998e-05
221400.0,1.573301949188998e-05
221500.0,1.5733019491889985e-05
221600.0,1.5733019491889978e-05
221700.0,1.573301949188996e-05
221800.0,1.5733019491889954e-05
221900.0,1.573301949188995e-05
222000.0,1.5733019491889954e-05
222100.0,1.5733019491889947e-05
222200.0,1.573301949188996e-05
222300.0,1.5733019491889958e-05
222400.0,1.573301949188997e-05
222500.0,1.5733019491889978e-05
222600.0,1.573301949188997e-05
222700.0,1.5733019491889985e-05
222800.0,1.5733019491890002e-05
222900.0,1.5733019491889995e-05
223000.0,1.5733019491889988e-05
223100.0,1.573301949188999e-05
223200.0,1.573301949189e-05
223300.0,1.573301949189001e-05
223400.0,1.5733019491890015e-05
223500.0,1.5733019491890005e-05
223600.0,1.5733019491889985e-05
223700.0,1.5733019491889964e-05
223800.0,1.5733019491889937e-05
223900.0,1.5733019491889917e-05
224000.0,1.5733019491889907e-05
224100.0,1.5733019491889914e-05
224200.0,1.5733019491889914e-05
224300.0,1.5733019491889903e-05
224400.0,1.5733019491889903e-05
224500.0,1.573301949188991e-05
224600.0,1.5733019491889917e-05
224700.0,1.573301949188992e-05
224800.0,1.5733019491889927e-05
224900.0,1.5733019491889914e-05
225000.0,1.573301949188991e-05
225100.0,1.5733019491889903e-05
225200.0,1.5733019491889893e-05
225300.0,1.573301949188989e-05
225400.0,1.5733019491889897e-05
225500.0,1.5733019491889903e-05
225600.0,1.57330194918899e-05
225700.0,1.5733019491889907e-05
225800.0,1.573301949188991e-05
225900.0,1.573301949188991e-05
226000.0,1.5733019491889903e-05
226100.0,1.57330194918899e-05
226200.0,1.5733019491889883e-05
226300.0,1.573301949188987e-05
226400.0,1.573301949188986e-05
226500.0,1.5733019491889853e-05
226600.0,1.573301949188986e-05
226700.0,1.5733019491889863e-05
226800.0,1.5733019491889863e-05
226900.0,1.5733019491889873e-05
227000.0,1.5733019491889876e-05
227100.0,1.573301949188988e-05
227200.0,1.5733019491889873e-05
227300.0,1.5733019491889856e-05
227400.0,1.573301949188985e-05
227500.0,1.5733019491889846e-05
227600.0,1.5733019491889856e-05
227700.0,1.5733019491889866e-05
227800.0,1.5733019491889873e-05
227900.0,1.573301949188988e-05
228000.0,1.5733019491889883e-05
228100.0,1.5733019491889883e-05
228200.0,1.5733019491889863e-05
228300.0,1.5733019491889832e-05
228400.0,1.5733019491889812e-05
228500.0,1.5733019491889795e-05
228600.0,1.573301949188979e-05
228700.0,1.5733019491889778e-05
228800.0,1.5733019491889768e-05
228900.0,1.573301949188976e-05
229000.0,1.5733019491889758e-05
229100.0,1.573301949188974e-05
229200.0,1.5733019491889717e-05
229300.0,1.573301949188969e-05
229400.0,1.573301949188968e-05
229500.0,1.573301949188968e-05
229600.0,1.5733019491889687e-05
229700.0,1.5733019491889697e-05
229800.0,1.57330194918897e-05
229900.0,1.5733019491889673e-05
230000.0,1.5733019491889666e-05
230100.0,1.5733019491889656e-05
230200.0,1.5733019491889656e-05
230300.0,1.573301949188966e-05
230400.0,1.573301949188966e-05
230500.0,1.5733019491889663e-05
230600.0,1.5733019491889676e-05
230700.0,1.573301949188968e-05
230800.0,1.5733019491889687e-05
230900.0,1.5733019491889687e-05
231000.0,1.5733019491889683e-05
231100.0,1.573301949188967e-05
231200.0,1.5733019491889643e-05
231300.0,1.5733019491889646e-05
231400.0,1.5733019491889643e-05
231500.0,1.5733019491889636e-05
231600.0,1.573301949188965e-05
231700.0,1.5733019491889646e-05
231800.0,1.573301949188965e-05
231900.0,1.573301949188965e-05
232000.0,1.573301949188965e-05
232100.0,1.5733019491889653e-05
232200.0,1.573301949188966e-05
232300.0,1.573301949188966e-05
232400.0,1.5733019491889666e-05
232500.0,1.573301949188967e-05
232600.0,1.573301949188967e-05
232700.0,1.573301949188968e-05
232800.0,1.5733019491889693e-05
232900.0,1.573301949188969e-05
233000.0,1.573301949188969e-05
233100.0,1.5733019491889697e-05
233200.0,1.5733019491889707e-05
233300.0,1.5733019491889724e-05
233400.0,1.5733019491889737e-05
233500.0,1.573301949188974e-05
233600.0,1.573301949188974e-05
233700.0,1.5733019491889744e-05
233800.0,1.573301949188975e-05
233900.0,1.5733019491889754e-05
234000.0,1.573301949188976e-05
234100.0,1.5733019491889768e-05
234200.0,1.5733019491889768e-05
234300.0,1.5733019491889778e-05
234400.0,1.5733019491889795e-05
234500.0,1.57330194918898e-05
234600.0,1.57330194918898e-05
234700.0,1.573301949188981e-05
234800.0,1.573301949188982e-05
234900.0,1.5733019491889815e-05
235000.0,1.573301949188982e-05
235100.0,1.5733019491889826e-05
235200.0,1.5733019491889832e-05
235300.0,1.5733019491889842e-05
235400.0,1.5733019491889836e-05
235500.0,1.5733019491889812e-05
235600.0,1.57330194918898e-05
235700.0,1.5733019491889788e-05
235800.0,1.5733019491889785e-05
235900.0,1.573301949188979e-05
236000.0,1.573301949188978e-05
236100.0,1.573301949188978e-05
236200.0,1.5733019491889765e-05
236300.0,1.573301949188976e-05
236400.0,1.5733019491889768e-05
236500.0,1.573301949188977e-05
236600.0,1.5733019491889775e-05
236700.0,1.573301949188976e-05
236800.0,1.573301949188975e-05
236900.0,1.5733019491889754e-05
237000.0,1.5733019491889744e-05
237100.0,1.5733019491889748e-05
237200.0,1.5733019491889758e-05
237300.0,1.5733019491889754e-05
237400.0,1.5733019491889758e-05
237500.0,1.573301949188974e-05
237600.0,1.5733019491889724e-05
237700.0,1.5733019491889704e-05
237800.0,1.5733019491889707e-05
237900.0,1.573301949188971e-05
238000.0,1.5733019491889704e-05
238100.0,1.573301949188971e-05
238200.0,1.573301949188971e-05
238300.0,1.573301949188969e-05
238400.0,1.573301949188968e-05
238500.0,1.5733019491889676e-05
238600.0,1.5733019491889683e-05
238700.0,1.573301949188969e-05
238800.0,1.5733019491889683e-05
238900.0,1.5733019491889687e-05
239000.0,1.5733019491889687e-05
239100.0,1.573301949188969e-05
239200.0,1.5733019491889693e-05
239300.0,1.573301949188971e-05
239400.0,1.5733019491889717e-05
239500.0,1.5733019491889727e-05
239600.0,1.5733019491889727e-05
239700.0,1.5733019491889737e-05
239800.0,1.573301949188974e-05
239900.0,1.573301949188974e-05
240000.0,1.5733019491889748e-05
240100.0,1.573301949188973e-05
240200.0,1.5733019491889714e-05
240300.0,1.5733019491889697e-05
240400.0,1.5733019491889687e-05
240500.0,1.573301949188969e-05
240600.0,1.57330194918897e-05
240700.0,1.573301949188971e-05
240800.0,1.5733019491889707e-05
240900.0,1.5733019491889707e-05
241000.0,1.573301949188971e-05
241100.0,1.5733019491889727e-05
241200.0,1.5733019491889737e-05
241300.0,1.5733019491889734e-05
241400.0,1.573301949188974e-05
241500.0,1.5733019491889737e-05
241600.0,1.573301949188974e-05
241700.0,1.5733019491889754e-05
241800.0,1.5733019491889765e-05
241900.0,1.5733019491889758e-05
242000.0,1.5733019491889765e-05
242100.0,1.573301949188977e-05
242200.0,1.5733019491889788e-05
242300.0,1.5733019491889795e-05
242400.0,1.573301949188979e-05
242500.0,1.573301949188979e-05
242600.0,1.573301949188979e-05
242700.0,1.573301949188979e-05
242800.0,1.5733019491889788e-05
242900.0,1.57330194918898e-05
243000.0,1.573301949188982e-05
243100.0,1.573301949188983e-05
243200.0,1.5733019491889836e-05
243300.0,1.573301949188984e-05
243400.0,1.5733019491889846e-05
243500.0,1.5733019491889856e-05
243600.0,1.5733019491889866e-05
243700.0,1.5733019491889846e-05
243800.0,1.5733019491889822e-05
243900.0,1.573301949188981e-05
244000.0,1.57330194918898e-05
244100.0,1.5733019491889802e-05
244200.0,1.5733019491889802e-05
244300.0,1.5733019491889775e-05
244400.0,1.5733019491889758e-05
244500.0,1.5733019491889737e-05
244600.0,1.5733019491889714e-05
244700.0,1.5733019491889704e-05
244800.0,1.5733019491889707e-05
244900.0,1.5733019491889704e-05
245000.0,1.573301949188971e-05
245100.0,1.57330194918897e-05
245200.0,1.57330194918897e-05
245300.0,1.5733019491889697e-05
245400.0,1.573301949188971e-05
245500.0,1.573301949188972e-05
245600.0,1.5733019491889727e-05
245700.0,1.573301949188973e-05
245800.0,1.5733019491889727e-05
245900.0,1.5733019491889744e-05
246000.0,1.5733019491889758e-05
246100.0,1.5733019491889754e-05
246200.0,1.5733019491889754e-05
246300.0,1.5733019491889758e-05
246400.0,1.573301949188975e-05
246500.0,1.5733019491889758e-05
246600.0,1.573301949188977e-05
246700.0,1.5733019491889788e-05
246800.0,1.5733019491889788e-05
246900.0,1.573301949188979e-05
247000.0,1.57330194918898e-05
247100.0,1.5733019491889812e-05
247200.0,1.573301949188982e-05
247300.0,1.5733019491889822e-05
247400.0,1.5733019491889822e-05
247500.0,1.573301949188983e-05
247600.0,1.5733019491889842e-05
247700.0,1.5733019491889846e-05
247800.0,1.5733019491889846e-05
247900.0,1.5733019491889856e-05
248000.0,1.5733019491889856e-05
248100.0,1.5733019491889832e-05
248200.0,1.5733019491889822e-05
248300.0,1.5733019491889815e-05
248400.0,1.5733019491889805e-05
248500.0,1.5733019491889802e-05
248600.0,1.57330194918898e-05
248700.0,1.573301949188977e-05
248800.0,1.5733019491889765e-05
248900.0,1.5733019491889758e-05
249000.0,1.5733019491889734e-05
249100.0,1.573301949188972e-05
249200.0,1.5733019491889707e-05
249300.0,1.5733019491889693e-05
249400.0,1.5733019491889687e-05
249500.0,1.573301949188969e-05
249600.0,1.57330194918897e-05
249700.0,1.573301949188971e-05
249800.0,1.5733019491889717e-05
249900.0,1.5733019491889697e-05
250000.0,1.5733019491889676e-05
250100.0,1.5733019491889676e-05
250200.0,1.5733019491889676e-05
250300.0,1.5733019491889687e-05
250400.0,1.5733019491889687e-05
250500.0,1.5733019491889687e-05
250600.0,1.573301949188969e-05
250700.0,1.5733019491889666e-05
250800.0,1.573301949188966e-05
250900.0,1.5733019491889646e-05
251000.0,1.5733019491889646e-05
251100.0,1.5733019491889643e-05
251200.0,1.5733019491889646e-05
251300.0,1.5733019491889656e-05
251400.0,1.5733019491889666e-05
251500.0,1.573301949188967e-05
251600.0,1.5733019491889666e-05
251700.0,1.5733019491889673e-05
251800.0,1.573301949188968e-05
251900.0,1.573301949188969e-05
252000.0,1.5733019491889687e-05
252100.0,1.5733019491889697e-05
252200.0,1.57330194918897e-05
252300.0,1.57330194918897e-05
252400.0,1.5733019491889697e-05
252500.0,1.5733019491889666e-05
252600.0,1.573301949188966e-05
252700.0,1.5733019491889653e-05
252800.0,1.5733019491889653e-05
252900.0,1.5733019491889646e-05
253000.0,1.5733019491889643e-05
253100.0,1.573301949188965e-05
253200.0,1.5733019491889656e-05
253300.0,1.573301949188964e-05
253400.0,1.5733019491889626e-05
253500.0,1.5733019491889632e-05
253600.0,1.5733019491889615e-05
253700.0,1.5733019491889615e-05
253800.0,1.5733019491889636e-05
253900.0,1.573301949188963e-05
254000.0,1.5733019491889615e-05
254100.0,1.573301949188961e-05
254200.0,1.5733019491889602e-05
254300.0,1.573301949188961e-05
254400.0,1.5733019491889615e-05
254500.0,1.5733019491889626e-05
254600.0,1.573301949188963e-05
254700.0,1.5733019491889632e-05
254800.0,1.5733019491889646e-05
254900.0,1.5733019491889653e-05
255000.0,1.573301949188965e-05
255100.0,1.5733019491889656e-05
255200.0,1.5733019491889656e-05
255300.0,1.5733019491889656e-05
255400.0,1.573301949188967e-05
255500.0,1.573301949188967e-05
255600.0,1.5733019491889653e-05
255700.0,1.573301949188963e-05
255800.0,1.5733019491889615e-05
255900.0,1.573301949188962e-05
256000.0,1.5733019491889612e-05
256100.0,1.5733019491889615e-05
256200.0,1.5733019491889615e-05
256300.0,1.573301949188962e-05
256400.0,1.573301949188961e-05
256500.0,1.5733019491889605e-05
256600.0,1.5733019491889602e-05
256700.0,1.5733019491889595e-05
256800.0,1.5733019491889602e-05
256900.0,1.5733019491889605e-05
257000.0,1.573301949188961e-05
257100.0,1.5733019491889612e-05
257200.0,1.5733019491889615e-05
257300.0,1.5733019491889615e-05
257400.0,1.5733019491889636e-05
257500.0,1.5733019491889626e-05
257600.0,1.573301949188964e-05
257700.0,1.5733019491889646e-05
257800.0,1.5733019491889643e-05
257900.0,1.5733019491889653e-05
258000.0,1.5733019491889656e-05
258100.0,1.5733019491889673e-05
258200.0,1.5733019491889673e-05
258300.0,1.573301949188968e-05
258400.0,1.5733019491889676e-05
258500.0,1.5733019491889673e-05
258600.0,1.5733019491889673e-05
258700.0,1.573301949188969e-05
258800.0,1.57330194918897e-05
258900.0,1.5733019491889697e-05
259000.0,1.5733019491889683e-05
259100.0,1.5733019491889676e-05
259200.0,1.5733019491889663e-05
259300.0,1.5733019491889656e-05
259400.0,1.5733019491889656e-05
259500.0,1.573301949188966e-05
259600.0,1.5733019491889653e-05
259700.0,1.573301949188965e-05
259800.0,1.5733019491889663e-05
259900.0,1.573301949188964e-05
260000.0,1.5733019491889605e-05
260100.0,1.573301949188959e-05
260200.0,1.5733019491889578e-05
260300.0,1.573301949188957e-05
260400.0,1.5733019491889538e-05
260500.0,1.5733019491889517e-05
260600.0,1.57330194918895e-05
260700.0,1.5733019491889497e-05
260800.0,1.5733019491889487e-05
260900.0,1.5733019491889487e-05
261000.0,1.573301949188949e-05
261100.0,1.5733019491889493e-05
261200.0,1.57330194918895e-05
261300.0,1.5733019491889507e-05
261400.0,1.5733019491889507e-05
261500.0,1.5733019491889514e-05
261600.0,1.5733019491889517e-05
261700.0,1.5733019491889524e-05
261800.0,1.573301949188953e-05
261900.0,1.5733019491889524e-05
262000.0,1.5733019491889527e-05
262100.0,1.5733019491889538e-05
262200.0,1.573301949188954e-05
262300.0,1.5733019491889544e-05
262400.0,1.5733019491889524e-05
262500.0,1.573301949188952e-05
262600.0,1.573301949188952e-05
262700.0,1.573301949188953e-05
262800.0,1.573301949188953e-05
262900.0,1.5733019491889538e-05
263000.0,1.573301949188954e-05
263100.0,1.5733019491889548e-05
263200.0,1.5733019491889544e-05
263300.0,1.573301949188955e-05
263400.0,1.5733019491889565e-05
263500.0,1.5733019491889568e-05
263600.0,1.5733019491889575e-05
263700.0,1.5733019491889538e-05
263800.0,1.5733019491889524e-05
263900.0,1.5733019491889524e-05
264000.0,1.5733019491889527e-05
264100.0,1.5733019491889524e-05
264200.0,1.573301949188952e-05
264300.0,1.5733019491889517e-05
264400.0,1.5733019491889527e-05
264500.0,1.5733019491889527e-05
264600.0,1.573301949188953e-05
264700.0,1.573301949188953e-05
264800.0,1.573301949188953e-05
264900.0,1.5733019491889534e-05
265000.0,1.5733019491889544e-05
265100.0,1.5733019491889565e-05
265200.0,1.573301949188957e-05
265300.0,1.5733019491889575e-05
265400.0,1.5733019491889585e-05
265500.0,1.57330194918896e-05
265600.0,1.5733019491889602e-05
265700.0,1.57330194918896e-05
265800.0,1.5733019491889605e-05
265900.0,1.573301949188961e-05
266000.0,1.5733019491889602e-05
266100.0,1.573301949188961e-05
266200.0,1.5733019491889612e-05
266300.0,1.5733019491889585e-05
266400.0,1.5733019491889578e-05
266500.0,1.5733019491889575e-05
266600.0,1.5733019491889565e-05
266700.0,1.5733019491889568e-05
266800.0,1.5733019491889568e-05
266900.0,1.573301949188956e-05
267000.0,1.5733019491889568e-05
267100.0,1.5733019491889575e-05
267200.0,1.573301949188958e-05
267300.0,1.5733019491889578e-05
267400.0,1.5733019491889578e-05
267500.0,1.5733019491889585e-05
267600.0,1.573301949188961e-05
267700.0,1.5733019491889612e-05
267800.0,1.5733019491889615e-05
267900.0,1.5733019491889632e-05
268000.0,1.5733019491889626e-05
268100.0,1.573301949188963e-05
268200.0,1.5733019491889622e-05
268300.0,1.573301949188961e-05
268400.0,1.573301949188959e-05
268500.0,1.5733019491889558e-05
268600.0,1.573301949188954e-05
268700.0,1.5733019491889538e-05
268800.0,1.5733019491889514e-05
268900.0,1.5733019491889493e-05
269000.0,1.5733019491889497e-05
269100.0,1.5733019491889473e-05
269200.0,1.5733019491889453e-05
269300.0,1.573301949188944e-05
269400.0,1.5733019491889405e-05
269500.0,1.573301949188938e-05
269600.0,1.5733019491889375e-05
269700.0,1.5733019491889375e-05
269800.0,1.5733019491889378e-05
269900.0,1.5733019491889385e-05
270000.0,1.573301949188937e-05
270100.0,1.573301949188934e-05
270200.0,1.573301949188933e-05
270300.0,1.573301949188932e-05
270400.0,1.5733019491889327e-05
270500.0,1.5733019491889297e-05
270600.0,1.5733019491889287e-05
270700.0,1.5733019491889287e-05
270800.0,1.5733019491889273e-05
270900.0,1.573301949188928e-05
271000.0,1.573301949188929e-05
271100.0,1.5733019491889287e-05
271200.0,1.5733019491889307e-05
271300.0,1.57330194918893e-05
271400.0,1.5733019491889307e-05
271500.0,1.5733019491889307e-05
271600.0,1.5733019491889314e-05
271700.0,1.573301949188931e-05
271800.0,1.5733019491889297e-05
271900.0,1.573301949188928e-05
272000.0,1.573301949188927e-05
272100.0,1.573301949188926e-05
272200.0,1.573301949188926e-05
272300.0,1.573301949188927e-05
272400.0,1.5733019491889273e-05
272500.0,1.5733019491889277e-05
272600.0,1.5733019491889273e-05
272700.0,1.5733019491889243e-05
272800.0,1.573301949188922e-05
272900.0,1.573301949188921e-05
273000.0,1.573301949188919e-05
273100.0,1.5733019491889175e-05
273200.0,1.573301949188917e-05
273300.0,1.5733019491889168e-05
273400.0,1.573301949188917e-05
273500.0,1.5733019491889175e-05
273600.0,1.573301949188918e-05
273700.0,1.5733019491889192e-05
273800.0,1.5733019491889195e-05
273900.0,1.5733019491889202e-05
274000.0,1.5733019491889212e-05
274100.0,1.5733019491889212e-05
274200.0,1.5733019491889216e-05
274300.0,1.5733019491889222e-05
274400.0,1.5733019491889226e-05
274500.0,1.5733019491889226e-05
274600.0,1.5733019491889226e-05
274700.0,1.57330194918892e-05
274800.0,1.573301949188918e-05
274900.0,1.5733019491889168e-05
275000.0,1.5733019491889158e-05
275100.0,1.573301949188915e-05
275200.0,1.5733019491889134e-05
275300.0,1.573301949188912e-05
275400.0,1.573301949188913e-05
275500.0,1.573301949188914e-05
275600.0,1.5733019491889148e-05
275700.0,1.5733019491889145e-05
275800.0,1.5733019491889148e-05
275900.0,1.573301949188915e-05
276000.0,1.5733019491889165e-05
276100.0,1.5733019491889168e-05
276200.0,1.5733019491889168e-05
276300.0,1.5733019491889175e-05
276400.0,1.5733019491889175e-05
276500.0,1.573301949188919e-05
276600.0,1.57330194918892e-05
276700.0,1.5733019491889205e-05
276800.0,1.5733019491889212e-05
276900.0,1.5733019491889216e-05
277000.0,1.5733019491889222e-05
277100.0,1.5733019491889226e-05
277200.0,1.5733019491889226e-05
277300.0,1.5733019491889233e-05
277400.0,1.5733019491889233e-05
277500.0,1.573301949188921e-05
277600.0,1.57330194918892e-05
277700.0,1.573301949188919e-05
277800.0,1.5733019491889182e-05
277900.0,1.5733019491889182e-05
278000.0,1.5733019491889182e-05
278100.0,1.5733019491889182e-05
278200.0,1.573301949188917e-05
278300.0,1.573301949188914e-05
278400.0,1.5733019491889138e-05
278500.0,1.5733019491889128e-05
278600.0,1.5733019491889128e-05
278700.0,1.5733019491889128e-05
278800.0,1.5733019491889128e-05
278900.0,1.5733019491889128e-05
279000.0,1.573301949188913e-05
279100.0,1.573301949188914e-05
279200.0,1.5733019491889148e-05
279300.0,1.5733019491889148e-05
279400.0,1.5733019491889155e-05
279500.0,1.5733019491889155e-05
279600.0,1.5733019491889165e-05
279700.0,1.5733019491889175e-05
279800.0,1.573301949188918e-05
279900.0,1.5733019491889185e-05
280000.0,1.5733019491889192e-05
280100.0,1.57330194918892e-05
280200.0,1.5733019491889205e-05
280300.0,1.5733019491889202e-05
280400.0,1.573301949188921e-05
280500.0,1.5733019491889216e-05
280600.0,1.5733019491889216e-05
280700.0,1.573301949188919e-05
280800.0,1.573301949188918e-05
280900.0,1.573301949188917e-05
281000.0,1.5733019491889145e-05
281100.0,1.5733019491889114e-05
281200.0,1.57330194918891e-05
281300.0,1.5733019491889117e-05
281400.0,1.5733019491889107e-05
281500.0,1.5733019491889117e-05
281600.0,1.5733019491889114e-05
281700.0,1.5733019491889114e-05
281800.0,1.573301949188911e-05
281900.0,1.5733019491889097e-05
282000.0,1.5733019491889087e-05
282100.0,1.5733019491889073e-05
282200.0,1.5733019491889073e-05
282300.0,1.5733019491889063e-05
282400.0,1.5733019491889036e-05
282500.0,1.5733019491889023e-05
282600.0,1.573301949188902e-05
282700.0,1.5733019491889023e-05
282800.0,1.5733019491889012e-05
282900.0,1.5733019491889006e-05
283000.0,1.5733019491889e-05
283100.0,1.573301949188898e-05
283200.0,1.5733019491888982e-05
283300.0,1.5733019491888985e-05
283400.0,1.5733019491888992e-05
283500.0,1.5733019491889e-05
283600.0,1.5733019491889e-05
283700.0,1.5733019491888992e-05
283800.0,1.5733019491889002e-05
283900.0,1.5733019491889002e-05
284000.0,1.5733019491889006e-05
284100.0,1.5733019491889e-05
284200.0,1.573301949188901e-05
284300.0,1.5733019491889026e-05
284400.0,1.5733019491889033e-05
284500.0,1.5733019491889036e-05
284600.0,1.573301949188904e-05
284700.0,1.5733019491889043e-05
284800.0,1.573301949188905e-05
284900.0,1.5733019491889067e-05
285000.0,1.5733019491889067e-05
285100.0,1.573301949188907e-05
285200.0,1.5733019491889073e-05
285300.0,1.573301949188908e-05
285400.0,1.5733019491889087e-05
285500.0,1.5733019491889097e-05
285600.0,1.5733019491889107e-05
285700.0,1.5733019491889084e-05
285800.0,1.573301949188906e-05
285900.0,1.5733019491889053e-05
286000.0,1.5733019491889046e-05
286100.0,1.5733019491889053e-05
286200.0,1.5733019491889046e-05
286300.0,1.5733019491889043e-05
286400.0,1.5733019491889043e-05
286500.0,1.5733019491889046e-05
286600.0,1.5733019491889053e-05
286700.0,1.5733019491889063e-05
286800.0,1.5733019491889073e-05
286900.0,1.573301949188908e-05
287000.0,1.573301949188907e-05
287100.0,1.5733019491889046e-05
287200.0,1.5733019491889036e-05
287300.0,1.5733019491889036e-05
287400.0,1.573301949188904e-05
287500.0,1.5733019491889046e-05
287600.0,1.5733019491889056e-05
287700.0,1.5733019491889043e-05
287800.0,1.573301949188902e-05
287900.0,1.573301949188901e-05
288000.0,1.5733019491889006e-05
288100.0,1.5733019491889006e-05
288200.0,1.5733019491888985e-05
288300.0,1.5733019491888958e-05
288400.0,1.573301949188895e-05
288500.0,1.5733019491888945e-05
288600.0,1.5733019491888948e-05
288700.0,1.5733019491888955e-05
288800.0,1.573301949188896e-05
288900.0,1.5733019491888965e-05
289000.0,1.5733019491888972e-05
289100.0,1.5733019491888965e-05
289200.0,1.573301949188897e-05
289300.0,1.5733019491888975e-05
289400.0,1.5733019491888975e-05
289500.0,1.5733019491888982e-05
289600.0,1.5733019491889e-05
289700.0,1.5733019491889002e-05
289800.0,1.5733019491889002e-05
289900.0,1.5733019491888995e-05
290000.0,1.5733019491889e-05
290100.0,1.5733019491888995e-05
290200.0,1.5733019491888992e-05
290300.0,1.573301949188899e-05
290400.0,1.5733019491888965e-05
290500.0,1.5733019491888945e-05
290600.0,1.573301949188891e-05
290700.0,1.5733019491888897e-05
290800.0,1.573301949188889e-05
290900.0,1.573301949188889e-05
291000.0,1.5733019491888887e-05
291100.0,1.573301949188888e-05
291200.0,1.5733019491888877e-05
291300.0,1.5733019491888877e-05
291400.0,1.5733019491888873e-05
291500.0,1.5733019491888867e-05
291600.0,1.5733019491888877e-05
291700.0,1.5733019491888894e-05
291800.0,1.5733019491888894e-05
291900.0,1.5733019491888894e-05
292000.0,1.5733019491888887e-05
292100.0,1.5733019491888894e-05
292200.0,1.5733019491888907e-05
292300.0,1.573301949188891e-05
292400.0,1.573301949188892e-05
292500.0,1.5733019491888904e-05
292600.0,1.5733019491888887e-05
292700.0,1.5733019491888873e-05
292800.0,1.573301949188886e-05
292900.0,1.5733019491888863e-05
293000.0,1.573301949188886e-05
293100.0,1.5733019491888853e-05
293200.0,1.573301949188887e-05
293300.0,1.573301949188888e-05
293400.0,1.5733019491888877e-05
293500.0,1.5733019491888884e-05
293600.0,1.5733019491888877e-05
293700.0,1.5733019491888877e-05
293800.0,1.5733019491888887e-05
293900.0,1.5733019491888894e-05
294000.0,1.5733019491888907e-05
294100.0,1.5733019491888918e-05
294200.0,1.5733019491888924e-05
294300.0,1.573301949188894e-05
294400.0,1.5733019491888948e-05
294500.0,1.573301949188895e-05
294600.0,1.5733019491888955e-05
294700.0,1.573301949188895e-05
294800.0,1.5733019491888955e-05
294900.0,1.573301949188896e-05
295000.0,1.573301949188897e-05
295100.0,1.573301949188897e-05
295200.0,1.5733019491888934e-05
295300.0,1.5733019491888924e-05
295400.0,1.573301949188892e-05
295500.0,1.5733019491888924e-05
295600.0,1.5733019491888928e-05
295700.0,1.5733019491888924e-05
295800.0,1.573301949188893e-05
295900.0,1.5733019491888934e-05
296000.0,1.5733019491888938e-05
296100.0,1.5733019491888945e-05
296200.0,1.5733019491888945e-05
296300.0,1.5733019491888945e-05
296400.0,1.5733019491888955e-05
296500.0,1.5733019491888958e-05
296600.0,1.573301949188897e-05
296700.0,1.573301949188897e-05
296800.0,1.5733019491888972e-05
296900.0,1.573301949188898e-05
297000.0,1.573301949188899e-05
297100.0,1.5733019491889e-05
297200.0,1.5733019491888995e-05
297300.0,1.5733019491888995e-05
297400.0,1.5733019491889006e-05
297500.0,1.5733019491889012e-05
297600.0,1.573301949188902e-05
297700.0,1.573301949188903e-05
297800.0,1.5733019491889033e-05
297900.0,1.573301949188904e-05
298000.0,1.573301949188903e-05
298100.0,1.5733019491889016e-05
298200.0,1.5733019491889e-05
298300.0,1.5733019491888975e-05
298400.0,1.5733019491888934e-05
298500.0,1.5733019491888914e-05
298600.0,1.5733019491888897e-05
298700.0,1.5733019491888884e-05
298800.0,1.573301949188887e-05
298900.0,1.5733019491888873e-05
299000.0,1.5733019491888884e-05
299100.0,1.573301949188889e-05
299200.0,1.5733019491888884e-05
299300.0,1.5733019491888857e-05
299400.0,1.573301949188885e-05
299500.0,1.573301949188884e-05
299600.0,1.5733019491888806e-05
299700.0,1.573301949188879e-05
299800.0,1.5733019491888785e-05
299900.0,1.5733019491888796e-05
300000.0,1.57330194918888e-05
300100.0,1.57330194918888e-05
300200.0,1.5733019491888765e-05
300300.0,1.5733019491888755e-05
300400.0,1.573301949188875e-05
